2.5 9.42020921794
2.46305418719 9.56029302037
2.42718446602 9.6962967119
2.39234449761 9.82839599146
2.35849056604 9.95675661189
2.32558139535 10.0815350758
2.29357798165 10.2028792698
2.26244343891 10.3209290511
2.23214285714 10.4358167851
2.20264317181 10.5476678386
2.17391304348 11.0530596424
2.14592274678 11.8877323207
2.1186440678 12.7011845075
2.09205020921 13.4942153006
2.06611570248 14.2675841731
2.04081632653 15.0220134
2.01612903226 15.7581903067
1.99203187251 16.4767693588
1.96850393701 17.1783741028
1.94552529183 17.8635989695
1.92307692308 18.5330109547
1.90114068441 19.1871511834
1.87969924812 19.8265363697
1.85873605948 20.4516601762
1.83823529412 21.0629944869
1.81818181818 21.8729273965
1.79856115108 22.7720079051
1.7793594306 23.6624491231
1.76056338028 24.5352763371
1.74216027875 25.3898562923
1.72413793103 26.3784785049
1.70648464164 27.4016593336
1.68918918919 28.4105073899
1.67224080268 29.4032861004
1.65562913907 30.4195923631
1.6393442623 31.5620771467
1.62337662338 32.6897201082
1.6077170418 33.7962242813
1.5923566879 34.881585062
1.57728706625 35.9598818097
1.5625 37.0240284137
1.5479876161 38.0684075889
1.53374233129 39.0935650613
1.51975683891 40.1075613717
1.50602409639 41.1034531751
1.49253731343 42.1991042416
1.47928994083 45.8132108731
1.46627565982 49.390230471
1.45348837209 53.6578737333
1.4409221902 58.0683755508
1.42857142857 62.4032687658
1.4164305949 66.6644810762
1.40449438202 70.8538752017
1.39275766017 74.973251598
1.38121546961 79.0243510375
1.3698630137 83.0088570615
1.35869565217 86.9283983134
1.34770889488 90.7845507579
1.33689839572 94.5788397944
1.32625994695 98.3127422678
1.31578947368 101.987688386
1.30548302872 105.605063547
1.29533678756 109.166210079
1.2853470437 112.672428901
1.27551020408 116.124981108
1.26582278481 119.525089484
1.25628140704 122.873939945
1.24688279302 126.172682917
1.23762376238 129.422434658
1.2285012285 134.53364805
1.21951219512 142.452970473
1.21065375303 150.257242206
1.20192307692 157.948952328
1.19331742243 165.53051863
1.18483412322 173.00429015
1.17647058824 180.372549601
1.16822429907 193.214946907
1.16009280742 209.088071054
1.15207373272 224.741751089
1.14416475973 240.180506455
1.13636363636 255.40873334
1.12866817156 270.430708844
1.12107623318 285.250594991
1.1135857461 299.872442571
1.10619469027 314.300194829
1.0989010989 328.537691013
1.09170305677 343.873251349
1.08459869848 360.928871502
1.0775862069 377.763944842
1.07066381156 394.382721737
1.06382978723 410.789344033
1.05708245243 429.431025428
1.05042016807 448.602981615
1.04384133612 467.534788037
1.03734439834 486.230928819
1.03092783505 504.695777138
1.02459016393 522.933598633
1.0183299389 540.948554692
1.01214574899 560.225812051
1.0060362173 695.873463938
1.0 884.696451988
